id	status	source	declaration	scope
IC315-law-schema-strong-completeness-capstone	checked	incidence-theory/IncidenceTheory/ResonanceLawStrongCompleteness.lean	theorem resonanceLawStrongCompletenessTheorem	One certificate packages finite-support closure, lawful canonical countermodels, strong completeness, and the final validity-derivability equivalence.
IC316-zorn-chain-finite-bound	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem chain_finite_context_bound	Every finite context contained in the union of a nonempty inclusion chain is already contained in one chain member.
IC317-zorn-maximal-finitary-extension	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem exists_maximal_finitaryTheoryExtension	Zorn's lemma supplies a maximal carrier extending any deductively closed base theory while no finite subcontext derives the forbidden formula.
IC318-maximal-extension-closure	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem maximal_finitaryTheoryExtension_closed	Maximal finitary extensions are closed under every finite natural-deduction derivation.
IC319-maximal-extension-prime	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem maximal_finitaryTheoryExtension_prime	Every disjunction in a maximal finitary extension has at least one disjunct in that extension.
IC320-enumeration-free-relative-prime-extension	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_relative_prime_extension	Every forbidden formula outside an arbitrary deductively closed theory has a prime extension containing the theory and excluding the formula, without an enumeration hypothesis.
IC321-enumeration-free-implication-extension	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_prime_implication_failure_extension	Every implication absent from a prime theory has a prime future extension containing its premise and excluding its conclusion, without a recurrent schedule.
IC322-enumeration-free-truth-lemma	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_canonical_truth_lemma	Canonical Kripke forcing equals prime-theory membership for arbitrary atom types without countability assumptions.
IC323-enumeration-free-propositional-completeness	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_kripke_complete	Kripke entailment is exactly finite natural-deduction derivability for arbitrary atom types in the same universe.
IC324-enumeration-free-law-countermodels	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_resonanceLaw_canonical_countermodels	Every formula not derivable from the complete resonance-law schema has a lawful canonical-cone countermodel without countable coding.
IC325-enumeration-free-law-completeness	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFree_resonanceLaw_kripke_complete	For arbitrary resonance carriers, lawful Kripke validity is exactly finitary derivability from the full potentially infinite law schema.
IC326-enumeration-free-law-capstone	checked	incidence-theory/IncidenceTheory/EnumerationFreeLindenbaum.lean	theorem enumerationFreeResonanceLawCompletenessTheorem	One certificate packages enumeration-free relative prime extension, lawful countermodels, strong completeness, and validity-derivability equivalence.
IC327-dependent-judgment-model	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	structure IncDepJudgmentModel	A proof-theoretic dependent judgment model is explicitly closed under every raw formation and typing rule.
IC328-dependent-judgment-soundness	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem dependentJudgmentSoundness	Every derivable raw formation and typing judgment holds in every inference-rule model.
IC329-dependent-syntactic-model	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	def syntacticIncDepJudgmentModel	The term model interprets validity as nonempty raw derivability.
IC330-dependent-syntactic-exactness	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem syntacticIncDepJudgmentModel_exact	Formation and typing in the term model are exactly raw derivability.
IC331-dependent-syntactic-leastness	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem syntacticIncDepJudgmentModel_least	The term-model judgment predicates are contained in every inference-rule model.
IC332-dependent-syntactic-renaming	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem syntacticTyping_rename	Term-model typing is stable under every well-typed context renaming; formation has the parallel theorem.
IC333-dependent-syntactic-substitution	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem syntacticTyping_substitute	Term-model typing is stable under every well-typed substitution; formation has the parallel theorem.
IC334-dependent-soundness-completeness-capstone	checked	incidence-theory/IncidenceTheory/DependentJudgmentSemantics.lean	theorem dependentJudgmentSoundnessCompletenessTheorem	One certificate packages proof-theoretic soundness, exact term-model completeness, and leastness; it does not assert extensional set-valued or CwF semantics.
IC335-dependent-context-objects	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	structure IncDepRawContextObject	Objects bundle raw contexts with full well-formedness certificates.
IC336-extensional-raw-substitutions	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	structure IncDepRawExtensionalSubstitution	Substitutions retain well-typedness propositionally while erasing noncanonical derivation witnesses, permitting extensional equality.
IC337-substitution-category-laws	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	noncomputable instance : CategoryTheory.Category IncDepRawContextObject	Well-formed raw contexts and extensional substitutions form a strict category.
IC338-dependent-type-reindexing	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	def IncDepRawExtensionalSubstitution.reindexType	Raw dependent types reindex contravariantly along extensional substitutions.
IC339-dependent-reindexing-functoriality	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	theorem IncDepRawExtensionalSubstitution.reindexType_comp	Type reindexing preserves identity and reverses substitution composition exactly.
IC340-dependent-context-extension	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	def IncDepRawContextObject.extend	Every well-formed type extends its well-formed base context.
IC341-dependent-display-generic	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	def IncDepRawExtensionalSubstitution.projection	Context extension carries a well-typed display projection and generic variable.
IC342-dependent-contextual-category-capstone	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	theorem incDepRawContextualCategoryTheorem	One certificate packages category laws, functorial type reindexing, display maps, generic variables, and comprehension universality.
IC343-dependent-comprehension-pairing	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	noncomputable def IncDepRawExtensionalSubstitution.extendPair	A base substitution and a term of the reindexed display type uniquely pair into the extended context.
IC344-dependent-comprehension-universal	checked	incidence-theory/IncidenceTheory/DependentContextualCategory.lean	theorem IncDepRawExtensionalSubstitution.extendPair_unique	Pairing has the prescribed projection and generic component and is unique with those properties.
IC345-dependent-extensional-types	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	structure IncDepRawExtensionalType	Well-formed types over a context retain formation propositionally while equality depends only on raw type syntax.
IC346-dependent-type-reindexing-presheaf	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	theorem IncDepRawExtensionalType.reindex_comp	Well-formed types reindex along context substitutions with strict identity and contravariant composition laws.
IC347-dependent-extensional-typed-terms	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	structure IncDepRawExtensionalTypedTerm	The total typed-term family bundles raw type, raw term, formation, and typing while truncating derivation evidence.
IC348-dependent-term-reindexing-presheaf	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	theorem IncDepRawExtensionalTypedTerm.reindex_comp	Typed terms reindex with strict identity and contravariant composition laws.
IC349-dependent-typing-fiber-naturality	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	theorem IncDepRawExtensionalTypedTerm.typeObject_reindex	The type projection of the total typed-term family commutes exactly with substitution.
IC350-empty-context-junk-substitution	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	def incDepRawEmptyJunkSubstitution	A constant-unit endomorphism exposes unconstrained Nat components of substitutions into the empty raw context.
IC351-empty-context-not-terminal-witness	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	theorem incDepRawEmpty_identity_ne_junk	The identity and constant-unit substitutions on the empty context are distinct, proving the present context category lacks the terminal object required of a full CwF.
IC352-dependent-presheaf-capstone	checked	incidence-theory/IncidenceTheory/DependentTypeTermPresheaf.lean	theorem incDepRawTypeTermPresheafTheorem	One certificate packages type and term presheaf laws, typing-fiber naturality, and the exact terminal-object residual.
IC353-dependent-scoped-syntax	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	def IncDepRawTerm.Scoped	Mutual depth-indexed predicates state that every variable occurring in a raw type or term lies in its finite context scope.
IC354-dependent-lookup-bound	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem IncDepRawLookup.position_lt	Every valid de Bruijn lookup position is strictly below the context length.
IC355-dependent-formation-scope	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem IncDepRawWellFormed.scoped	Every well-formed dependent raw type is scoped by its context length.
IC356-dependent-typing-scope	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem IncDepRawHasType.term_scoped	Every well-typed dependent raw term is scoped by its context length.
IC357-dependent-type-substitution-extensional	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem IncDepRawWellFormed.substitute_eq_of_context_agreement	Substitutions agreeing on the finite source context act identically on every well-formed type.
IC358-dependent-term-substitution-extensional	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem IncDepRawHasType.substitute_term_eq_of_context_agreement	Substitutions agreeing on the finite source context act identically on every well-typed term.
IC359-dependent-scoped-syntax-capstone	checked	incidence-theory/IncidenceTheory/DependentScopedSyntax.lean	theorem incDepRawScopedSyntaxTheorem	One certificate packages lookup bounds, formation and typing scope, and finite-support substitution extensionality.
IC360-finite-substitution-equivalence	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	def IncDepRawExtensionalSubstitution.FiniteEquivalent	Substitutions are identified exactly when they agree at every variable position present in the finite target context.
IC361-finite-substitution-composition	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	theorem IncDepRawExtensionalSubstitution.comp_finiteEquivalent	Composition respects finite-context substitution equivalence in both arguments, using typed-term scopedness.
IC362-finite-substitution-quotient-laws	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	theorem IncDepRawFiniteSubstitution.comp_assoc	The quotient substitutions have strict identity and associative composition laws.
IC363-finite-context-category	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	noncomputable instance : Category IncDepRawFiniteContextObject	Well-formed contexts and finite-support substitution classes form the corrected context category.
IC364-finite-empty-terminal	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	theorem incDepRawFiniteEmptyMap_unique	Every corrected context has exactly one morphism to the empty context.
IC365-finite-context-category-capstone	checked	incidence-theory/IncidenceTheory/DependentExtensionalContextCategory.lean	theorem incDepRawFiniteContextCategoryTheorem	One certificate packages quotient-composition well-definedness and the terminal empty context.
IC366-finite-type-presheaf	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	noncomputable def IncDepRawFiniteType.reindexFinite	Well-formed dependent types reindex independently of finite-support substitution representatives.
IC367-finite-type-presheaf-laws	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	theorem IncDepRawFiniteType.reindexFinite_comp	Type reindexing on the corrected quotient category satisfies strict identity and contravariant composition laws.
IC368-finite-typed-term-presheaf	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	noncomputable def IncDepRawFiniteTypedTerm.reindexFinite	Total typed terms reindex independently of finite-support substitution representatives.
IC369-finite-typed-term-laws	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	theorem IncDepRawFiniteTypedTerm.reindexFinite_comp	Typed-term reindexing on the corrected quotient category satisfies strict identity and contravariant composition laws.
IC370-finite-typing-naturality	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	theorem IncDepRawFiniteTypedTerm.finiteTypeObject_reindexFinite	The total typed-term projection to well-formed types is natural on the corrected quotient category.
IC371-finite-presheaf-capstone	checked	incidence-theory/IncidenceTheory/DependentFinitePresheaf.lean	theorem incDepRawFinitePresheafTheorem	One certificate packages representative independence, type and term presheaf laws, and typing naturality on the finite-support quotient.
IC372-finite-context-extension	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	noncomputable def IncDepRawFiniteType.extendContext	Every well-formed type extends its corrected finite context.
IC373-finite-display-projection	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	noncomputable def IncDepRawFiniteType.projection	Every quotient-context extension carries a display projection.
IC374-finite-generic-term	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	noncomputable def IncDepRawFiniteType.genericTerm	Every quotient-context extension carries a well-typed generic variable.
IC375-finite-comprehension-pairing	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	noncomputable def IncDepRawFiniteType.pair	A quotient substitution and term of the reindexed type pair into the context extension.
IC376-finite-comprehension-equations	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	theorem IncDepRawFiniteType.pair_generic	The descended pairing has the prescribed projection and generic components.
IC377-finite-comprehension-unique	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	theorem IncDepRawFiniteType.pair_unique	The descended pairing is uniquely determined by its projection and generic components.
IC378-finite-comprehension-capstone	checked	incidence-theory/IncidenceTheory/DependentFiniteComprehension.lean	theorem incDepRawFiniteComprehensionTheorem	One certificate packages quotient context extension, display projection, generic terms, pairing equations, and universality.
IC379-finite-dependent-term-fiber	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	abbrev IncDepRawFiniteTerm	Terms over a well-formed type are the explicit fiber of the total typed-term projection.
IC380-finite-dependent-term-reindex	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	noncomputable def IncDepRawFiniteTerm.reindex	Dependent term fibers reindex along corrected quotient substitutions.
IC381-finite-dependent-term-laws	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	theorem IncDepRawFiniteTerm.reindex_comp	Dependent term reindexing satisfies identity and composition up to the unavoidable heterogeneous equality between propositionally equal fibers.
IC382-finite-generic-fiber	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	noncomputable def IncDepRawFiniteType.genericFiberTerm	The generic variable inhabits exactly the pullback of its display type along the projection.
IC383-finite-fiber-pairing	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	noncomputable def IncDepRawFiniteType.pairFiber	A dependent term in the reindexed type fiber determines its comprehension pairing.
IC384-finite-fiber-pairing-equations	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	theorem IncDepRawFiniteType.pairFiber_generic	Fiber-level pairing satisfies both projection and generic equations.
IC385-finite-fiber-pairing-unique	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	theorem IncDepRawFiniteType.pairFiber_unique	Fiber-level comprehension pairing is unique.
IC386-finite-syntactic-cwf-capstone	checked	incidence-theory/IncidenceTheory/DependentFiniteCwF.lean	theorem incDepRawFiniteCwFTheorem	One certificate packages terminal context, type and dependent-term substitution laws, and comprehension universality as a split syntactic category with families.
IC387-completed-cwf-context-embedding	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	def IncDepCompletedTyping.finiteContext	Every fully coherent completed typing judgment determines the same well-formed finite syntactic context.
IC388-completed-cwf-type-embedding	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	def IncDepCompletedTyping.finiteType	The completed judgment embeds its result formation evidence as a type in the finite syntactic CwF without changing raw syntax.
IC389-completed-cwf-term-embedding	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	def IncDepCompletedTyping.finiteTerm	The completed judgment embeds its raw typing derivation as a term in the exact dependent type fiber.
IC390-cwf-semantic-completion-gate	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	def IncDepRawFiniteTerm.SemanticallyCompletable	Semantic interpretability of a raw finite-CwF term is isolated as existence of a fully coherent certificate for the unchanged context type and term.
IC391-completed-cwf-set-interpretation	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	noncomputable def IncDepCompletedTyping.interpretCwF	A completed syntactic judgment simultaneously carries its conservative finite-CwF embedding and a set-valued semantic context type and term.
IC392-completed-cwf-identity-coherence	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	theorem IncDepCompletedTyping.interpretCwF_identity_coherent	The completed set-valued interpretation commutes with semantic identity substitution through the certified fiber equivalence.
IC393-completed-cwf-comparison-capstone	checked	incidence-theory/IncidenceTheory/DependentCompletedCwFInterpretation.lean	theorem incDepCompletedCwFComparisonTheorem	One certificate packages syntax-conservative context type and term embeddings, the exact completion gate, and identity-substitution coherence for the completed fragment.
IC394-completed-semantic-substitution	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	structure IncDepCompletedSemanticSubstitution	A semantic realization of a raw substitution bundles source and target context interpretations, a semantic substitution, and interpretations of every replacement variable.
IC395-completed-finite-substitution	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	noncomputable def IncDepCompletedSemanticSubstitution.finiteSubstitution	Every semantically realized raw substitution determines the corresponding morphism in the finite-support syntactic context category.
IC396-completed-reindex-syntax-exact	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	theorem IncDepCompletedSemanticSubstitution.reindex_term_raw	Finite-CwF reindexing along the induced substitution is definitionally the raw substitution of the unchanged original term.
IC397-completed-interpret-along-substitution	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	noncomputable def IncDepCompletedTyping.interpretAlong	The general mutual semantic dispatcher interprets any completed judgment along any semantically realized raw substitution.
IC398-completed-substitution-naturality	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	theorem IncDepCompletedTyping.interpretAlong_coherent	For arbitrary semantically realized substitutions, the transported interpretation of the syntactically substituted term equals semantic substitution of the original interpretation.
IC399-completed-substitution-coverage-gate	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	def IncDepCompletedSubstitutionSemanticCoverage	The remaining global semantic-substitution obligation is isolated as existence of realization data for every raw substitution into every completed judgment.
IC400-completed-substitution-capstone	checked	incidence-theory/IncidenceTheory/DependentCompletedSubstitutionNaturality.lean	theorem incDepCompletedSubstitutionNaturalityTheorem	One certificate packages exact syntactic reindexing and arbitrary-substitution semantic naturality on the completed and semantically realized fragment.
IC401-completed-context-extension-comparison	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	structure IncDepCompletedContextExtensionComparison	A completed judgment selects corresponding syntactic and set-valued base contexts, display types, and context extensions.
IC402-completed-context-extension-instance	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	noncomputable def IncDepCompletedTyping.contextExtensionComparison	The context-extension comparison is constructed from the conservative finite-CwF embedding and the existing set-valued interpretation.
IC403-completed-context-extension-raw	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedTyping.contextExtensionComparison_raw	The syntactic extension selected by the comparison has raw context exactly the original type consed onto the original context.
IC404-completed-syntactic-pairing	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	noncomputable def IncDepCompletedSemanticSubstitution.syntacticPair	A completed term and semantically realized substitution determine the finite-CwF comprehension pairing.
IC405-completed-syntactic-pairing-projection	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedSemanticSubstitution.syntacticPair_projection	The finite-CwF comprehension pairing followed by its display projection is exactly the original finite substitution.
IC406-completed-syntactic-pairing-generic	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedSemanticSubstitution.syntacticPair_generic	The syntactic generic component of the pairing is exactly raw substitution of the original term.
IC407-completed-semantic-pairing	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	noncomputable def IncDepCompletedTyping.semanticPairAlong	The same completed term and semantic substitution determine the corresponding set-valued context-extension pairing.
IC408-completed-semantic-pairing-projection	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedTyping.semanticPairAlong_projection	The semantic comprehension pairing followed by display projection is exactly the original semantic substitution.
IC409-completed-semantic-pairing-variable	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedTyping.semanticPairAlong_variable	Substituting the semantic generic variable along the pairing returns the substituted original semantic term.
IC410-completed-comprehension-transport	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem IncDepCompletedTyping.semanticPairAlong_transport	The semantic generic component is exactly the fiber-transported interpretation of the syntactically substituted term.
IC411-completed-comprehension-capstone	checked	incidence-theory/IncidenceTheory/DependentCompletedComprehensionNaturality.lean	theorem incDepCompletedComprehensionNaturalityTheorem	One certificate packages exact context extension, syntactic pairing laws, and semantic comprehension transport on the completed realized fragment.
IC412-completed-identity-semantic-substitution	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	noncomputable def IncDepCompletedTyping.identitySemanticSubstitution	Every completed judgment canonically realizes its raw identity substitution from the synthesized coherent context tree and semantic lookup replacements.
IC413-completed-identity-semantic-map	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	theorem IncDepCompletedTyping.identitySemanticSubstitution_map	The semantic map underlying the canonical identity realization is exactly the identity function on semantic assignments.
IC414-completed-identity-coverage	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	theorem incDepCompletedIdentitySubstitutionCoverage	Identity semantic-substitution realization exists uniformly for every completed judgment and every completion model.
IC415-whole-cwf-morphism-readiness	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	structure IncDepWholeCwFMorphismReadiness	The two global gates for a total CwF morphism are bundled explicitly: completion of every finite-CwF term and semantic realization of every raw substitution.
IC416-whole-cwf-readiness-constructor	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	def IncDepWholeCwFMorphismReadiness.ofGates	Separate judgment and substitution coverage proofs canonically assemble into the total-morphism readiness package.
IC417-whole-cwf-readiness-exact	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	theorem incDepWholeCwFMorphismReadiness_iff	The readiness package exists if and only if both stated coverage gates hold, so no additional hidden local coherence obligation remains.
IC418-whole-cwf-boundary-capstone	checked	incidence-theory/IncidenceTheory/DependentWholeCwFMorphismReadiness.lean	theorem incDepWholeCwFMorphismBoundaryTheorem	One certificate combines all checked local judgment substitution and comprehension laws, uniform identity realization, and the exact two-gate boundary for totality.
IC419-raw-display-projection	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	noncomputable def incDepRawDisplayProjection	Every raw context extension has a well-typed raw projection substitution whose components are successor variables.
IC420-raw-display-projection-components	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	theorem incDepRawDisplayProjection_term	Each component of the raw display projection is definitionally the variable at the successor index.
IC421-completed-projection-source	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	def IncDepCompletedTyping.projectionSourceWellFormed	A completed type canonically extends its coherent telescope using the formation readiness already contained in the completed judgment.
IC422-completed-projection-realization	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	noncomputable def IncDepCompletedTyping.projectionSemanticSubstitution	The raw display projection has a canonical semantic realization with Sigma projection as map and weakened semantic lookups as replacements.
IC423-completed-projection-semantic-map	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	theorem IncDepCompletedTyping.projectionSemanticSubstitution_map	The semantic map of the realized raw projection is exactly the set-valued context-extension projection.
IC424-completed-projection-replacements	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	theorem IncDepCompletedTyping.projectionSemanticSubstitution_replacement	Every replacement interpretation is exactly its target semantic lookup substituted along the set-valued projection.
IC425-completed-projection-finite-exact	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	theorem IncDepCompletedTyping.projectionFinite_exact	The finite-support morphism induced by the realized raw projection is exactly the syntactic CwF display projection.
IC426-completed-projection-capstone	checked	incidence-theory/IncidenceTheory/DependentDisplayProjectionSemantics.lean	theorem incDepCompletedDisplayProjectionSemanticsTheorem	One certificate packages raw components, uniform semantic realization, and exact agreement with the finite syntactic display projection.
IC427-raw-substitution-composition	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	noncomputable def IncDepRawSubstitution.comp	Well-typed raw substitutions are closed under componentwise term substitution.
IC428-raw-substitution-composition-components	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	theorem IncDepRawSubstitution.comp_term	Every component of a composite raw substitution is exactly the corresponding later term substituted by the earlier substitution.
IC429-semantic-substitution-composition	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	def IncDepRawSubstitutionSemanticResult.comp	Semantic realizations compose by ordinary composition of their assignment maps.
IC430-semantic-substitution-composition-map	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	theorem IncDepRawSubstitutionSemanticResult.comp_map	The semantic assignment map of a composite realization is definitionally the composite of the two semantic maps.
IC431-semantic-replacement-composition	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	noncomputable def IncDepRawSubstitutionReplacementSemanticResult.comp	Replacement interpretations for a composite are obtained by reindexing the later replacements along the earlier semantic map.
IC432-target-independent-semantic-substitution	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	structure IncDepSemanticSubstitutionInto	A substitution realization into a fixed interpreted context is packaged independently of any selected target term judgment.
IC433-target-independent-finite-substitution	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	noncomputable def IncDepSemanticSubstitutionInto.finiteSubstitution	Every target-independent realization determines its exact finite-support context morphism.
IC434-completed-to-target-independent-realization	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	def IncDepCompletedSemanticSubstitution.toSemanticInto	A completed term-specific semantic substitution forgets canonically to the target-independent realization interface.
IC435-completed-semantic-composition	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	noncomputable def IncDepCompletedSemanticSubstitution.comp	Completed semantic realizations are closed under precomposition by target-independent semantic realizations into their source context.
IC436-completed-semantic-composition-finite-exact	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	theorem IncDepCompletedSemanticSubstitution.comp_finite_exact	The finite-support morphism of a composite semantic realization is exactly categorical composition in the finite syntactic context category.
IC437-semantic-substitution-composition-capstone	checked	incidence-theory/IncidenceTheory/DependentSemanticSubstitutionComposition.lean	theorem incDepSemanticSubstitutionCompositionTheorem	One certificate packages raw component exactness, semantic-realization composition closure, and exact finite categorical functoriality.
IC438-completed-raw-comprehension-pair	checked	incidence-theory/IncidenceTheory/DependentSemanticPairingRealization.lean	noncomputable def IncDepCompletedSemanticSubstitution.rawPair	A realized base substitution and completed target term determine a well-typed raw substitution into the corresponding context extension.
IC439-completed-raw-pair-head	checked	incidence-theory/IncidenceTheory/DependentSemanticPairingRealization.lean	theorem IncDepCompletedSemanticSubstitution.rawPair_zero	The newest component of the raw pairing is exactly the completed term reindexed by the base substitution.
IC440-completed-raw-pair-tail	checked	incidence-theory/IncidenceTheory/DependentSemanticPairingRealization.lean	theorem IncDepCompletedSemanticSubstitution.rawPair_succ	Every older component of the raw pairing is exactly the corresponding component of the base substitution.
IC441-completed-semantic-pair-realization	checked	incidence-theory/IncidenceTheory/DependentSemanticPairingRealization.lean	noncomputable def IncDepCompletedSemanticSubstitution.pairSemanticInto	The raw comprehension pairing has a target-independent semantic realization whose map is Sigma pairing and whose head and tail replacements are inherited from interpretation and the base realization.
